Grade Level,Student Number,Gender,Race,Hispanic / Latino,LEP Indicator Code,IEP,Eligible for Free or Reduced Lunch,Has Special Education Enrollment TX,Homeless,Foster Care,Has Active at Risk,Language Description,Status of Enrollment
09 - 09,286813,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271647,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,270837,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,289255,M - Male,Black,False,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,287352,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,277315,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,269544,M - Male,Pacific Isl,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,268938,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,274181,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,289149,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,272077,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,272079,F - Female,Amer Indian,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270928,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270861,M - Male,White,True,4,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,279350,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271911,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,271726,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,273092,F - Female,Amer Indian,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,288352,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,287719,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,273287,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,272886,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,287077,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,272009,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,272285,F - Female,White,True,4,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,291225,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,No,SPANISH,Active
09 - 09,271056,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271511,M - Male,White,True,4,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,270989,F - Female,White,True,5,No,No,No,Not Applicable,Not Applicable,No,SPANISH,Active
09 - 09,270805,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,282080,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,282607,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,273128,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,281134,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,272073,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,285997,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,288004,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,276656,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,282301,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,272064,F - Female,Black,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,281996,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271421,M - Male,White,True,4,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,268873,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,272985,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,270808,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,276697,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,277445,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,286691,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,287446,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,268848,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,282357,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270821,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,277098,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,271829,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270938,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,285124,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,268565,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,275405,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,273742,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,289978,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,289491,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270853,F - Female,White,False,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,277101,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,277102,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,277100,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,271974,M - Male,White,False,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,277316,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,272086,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,289016,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,272011,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,289474,M - Male,White,True,C,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270864,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,276530,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,288680,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,273780,F - Female,White,True,,No,No,No,Homeless,Not Applicable,Yes,ENGLISH,Active
09 - 09,290680,M - Male,White,False,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,273878,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,288648,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270948,M - Male,White,True,4,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,274049,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,271002,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,291241,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,272211,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271089,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271424,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,SPANISH,Active
09 - 09,290996,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,282611,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,290687,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,282330,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,270942,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,287763,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,269776,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,285420,M - Male,Black,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,274482,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271095,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,273507,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,283161,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,275606,M - Male,Black,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,268581,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,283895,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,285477,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,279262,M - Male,White,True,4,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,282254,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,289702,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,282103,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,277037,M - Male,White,False,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,289713,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,268842,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,275933,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,271169,F - Female,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271045,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271039,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,283383,M - Male,Amer Indian,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,265434,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,268274,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,288281,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,283250,F - Female,Amer Indian,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271526,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,281370,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271478,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,286717,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,291266,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,SPANISH,Active
09 - 09,273938,M - Male,White,True,4,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,272710,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,276942,M - Male,White,True,5,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,269494,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,273414,M - Male,Multi-Race,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270417,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,280176,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,277697,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270877,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,273547,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,278339,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,271733,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270968,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,291284,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,291285,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,272885,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,289213,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,280450,F - Female,Black,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271248,M - Male,White,True,S,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,276792,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,273073,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270891,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,273422,M - Male,White,False,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,286467,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,273417,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,273415,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,280191,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,288813,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,288724,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,272945,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271585,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,278771,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,270768,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,SPANISH,Active
09 - 09,269810,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,274498,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271314,F - Female,Amer Indian,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,280821,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,273042,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,277305,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270947,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,287957,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,274028,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270949,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,286825,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,274421,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271700,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270999,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,274472,M - Male,Amer Indian,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,276278,F - Female,Black,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271286,M - Male,Amer Indian,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,270875,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,287176,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,271354,M - Male,White,True,C,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,275496,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,284968,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,275559,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,285766,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271327,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,278790,M - Male,Amer Indian,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,269660,M - Male,White,True,C,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271340,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271705,F - Female,Amer Indian,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271575,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,275333,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,273823,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270970,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,271581,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,266100,M - Male,White,True,C,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271589,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,269913,F - Female,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271004,F - Female,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,290082,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271492,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,284417,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,272958,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,277575,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,274546,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,285362,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271586,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,273429,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,275753,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271239,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,272960,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270846,F - Female,Pacific Isl,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,275335,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,270817,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,273036,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270903,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,276210,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,284579,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,291138,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,SPANISH,Active
09 - 09,276162,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,275930,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,270906,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271994,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271252,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,271348,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,269738,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271553,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,284351,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270873,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,274547,F - Female,White,True,4,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271333,F - Female,White,True,5,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270759,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,268591,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271265,F - Female,White,True,4,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271580,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,289250,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,271350,M - Male,White,True,5,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,275507,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,287884,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270819,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,288720,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,289536,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,286472,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271458,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,270742,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,277884,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271274,M - Male,Amer Indian,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,276128,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,279149,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,286479,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,273050,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,268608,F - Female,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,SPANISH,Active
09 - 09,271740,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,284645,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,283860,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,281166,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,273091,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271054,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,288844,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,287942,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,276052,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271337,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,283105,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
09 - 09,270839,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271092,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
09 - 09,271244,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
